UserID,TrialNumber,Chart,Actual,Response,Accuracy
r4SGxF,47,bar_chart,26.08695652,25,0.2773379439
r4SGxF,48,radial_bar_chart,23.75,20,1.95419631
r4SGxF,49,pie_chart,68.08510638,75,2.815553628
r4SGxF,50,pie_chart,85.85858586,80,2.581010326
r4SGxF,51,bar_chart,9.090909091,15,2.593136432
r4SGxF,52,bar_chart,83.95061728,80,2.027018583
r4SGxF,53,pie_chart,58.06451613,50,3.033778214
r4SGxF,54,bar_chart,52.17391304,50,1.200951897
r4SGxF,55,pie_chart,63.63636364,50,3.782551531
r4SGxF,56,pie_chart,36.36363636,25,3.522135663
r4SGxF,57,radial_bar_chart,35.29411765,10,4.667842047
r4SGxF,58,radial_bar_chart,70.58823529,50,4.372481007
r4SGxF,59,radial_bar_chart,22.95081967,25,1.120471603
r4SGxF,60,radial_bar_chart,16.43835616,33,4.060621911
APuwyP,1,bar_chart,98.96907216,98,0.1297079014
APuwyP,2,bar_chart,7.407407407,12,2.238050834
APuwyP,3,radial_bar_chart,16.16161616,33,4.084352081
APuwyP,4,pie_chart,48.86363636,45,1.995895602
APuwyP,5,pie_chart,73.58490566,68,2.513466909
APuwyP,6,bar_chart,43.29896907,44,-0.2757322956
APuwyP,7,pie_chart,96.7032967,100,1.774714666
APuwyP,8,radial_bar_chart,65.95744681,67,0.2234882779
APuwyP,9,radial_bar_chart,62.12121212,24,5.257244966
APuwyP,10,bar_chart,66.66666667,70,1.790076931
APuwyP,11,bar_chart,33.33333333,34,-0.3370349873
APuwyP,12,radial_bar_chart,83.33333333,50,5.064293677
APuwyP,13,bar_chart,44,45,0.1699250014
APuwyP,14,pie_chart,8.24742268,10,0.9088723199
APuwyP,15,bar_chart,61.53846154,70,3.102076647
APuwyP,16,bar_chart,77.27272727,75,1.26166757
APuwyP,17,pie_chart,63.38028169,48,3.954687831
APuwyP,18,pie_chart,52.38095238,46,2.701760263
APuwyP,19,bar_chart,57.35294118,50,2.902641123
APuwyP,20,bar_chart,44.59459459,40,2.23866294
APuwyP,21,radial_bar_chart,46.15384615,30,4.02492654
APuwyP,22,pie_chart,17.85714286,20,1.181329765
APuwyP,23,radial_bar_chart,26.41509434,50,4.567418017
APuwyP,24,pie_chart,50.98039216,52,0.1948533977
APuwyP,25,bar_chart,58.57142857,60,0.6355885738
APuwyP,26,radial_bar_chart,23.61111111,80,5.820533564
APuwyP,27,pie_chart,95.55555556,96,-0.8123729968
APuwyP,28,pie_chart,93.65079365,100,2.694703349
APuwyP,29,bar_chart,32.25806452,32,-1.384340702
APuwyP,30,pie_chart,25.25252525,22,1.755966556
APuwyP,31,bar_chart,9.836065574,15,2.402977089
APuwyP,32,pie_chart,96.875,96,0
APuwyP,33,pie_chart,54.32098765,75,4.378789894
APuwyP,34,radial_bar_chart,50,73,4.531381461
APuwyP,35,bar_chart,79.48717949,74,2.48856115
APuwyP,36,pie_chart,73.21428571,72,0.4214637684
APuwyP,37,radial_bar_chart,29.33333333,48,4.232021123
APuwyP,38,radial_bar_chart,58.90410959,10,5.615566656
APuwyP,39,radial_bar_chart,98.71794872,20,6.300909829
APuwyP,40,bar_chart,68.75,60,3.14974712
APuwyP,41,radial_bar_chart,21.62162162,25,1.808746813
APuwyP,42,bar_chart,95.23809524,89,2.669728715
APuwyP,43,pie_chart,50,49,0.1699250014
APuwyP,44,pie_chart,26.31578947,21,2.443816006
APuwyP,45,bar_chart,40.81632653,46,2.408351406
APuwyP,46,radial_bar_chart,96.55172414,98,0.6537716586
APuwyP,47,radial_bar_chart,16.21621622,15,0.4235418315
APuwyP,48,radial_bar_chart,42.59259259,90,5.570839568
APuwyP,49,radial_bar_chart,12.34567901,10,1.30490759
APuwyP,50,bar_chart,76.19047619,80,1.976189039
APuwyP,51,bar_chart,55.20833333,60,2.297680549
APuwyP,52,pie_chart,67.9245283,70,1.137812816
APuwyP,53,pie_chart,8.771929825,5,1.962337952
APuwyP,54,radial_bar_chart,59.75609756,73,3.740809123
APuwyP,55,radial_bar_chart,48,80,5.005624549
APuwyP,56,radial_bar_chart,44.82758621,99,5.762811578
APuwyP,57,radial_bar_chart,40,30,3.339850003
APuwyP,58,pie_chart,42.62295082,38,2.247304991
APuwyP,59,bar_chart,95.74468085,96,-1.394717515
APuwyP,60,pie_chart,53.06122449,45,3.03319823
VHRfO-,1,bar_chart,47.22222222,45,1.230954435
VHRfO-,2,bar_chart,24.56140351,25,-0.827265465
VHRfO-,3,radial_bar_chart,16.12903226,15,0.3265744597
VHRfO-,4,bar_chart,58.2278481,57,0.4359998616
VHRfO-,5,bar_chart,89.23076923,90,-0.161280907
VHRfO-,6,radial_bar_chart,45.3125,10,5.147204925
VHRfO-,7,pie_chart,61.11111111,80,4.24898173
VHRfO-,8,bar_chart,87.27272727,91,1.945709844
VHRfO-,9,pie_chart,33.96226415,32,1.06161319
VHRfO-,10,pie_chart,45.45454545,46,-0.5767885693
VHRfO-,11,pie_chart,47.42268041,40,2.916033337
VHRfO-,12,radial_bar_chart,41.30434783,100,5.878250875
VHRfO-,13,bar_chart,53.53535354,56,1.372755156
VHRfO-,14,pie_chart,41.86046512,50,3.046933629
VHRfO-,15,bar_chart,71.73913043,65,2.779076968
VHRfO-,16,pie_chart,60.46511628,60,-0.7609288375
VHRfO-,17,radial_bar_chart,85.85858586,57,4.857164192
VHRfO-,18,bar_chart,85.41666667,88,1.437405312
VHRfO-,19,bar_chart,27.86885246,34,2.645274537
VHRfO-,20,pie_chart,12.6984127,20,2.892699409
VHRfO-,21,pie_chart,51.51515152,45,2.731216161
VHRfO-,22,bar_chart,41.57303371,40,0.7638650983
VHRfO-,23,pie_chart,44.44444444,48,1.879923548
VHRfO-,24,bar_chart,38.98305085,39,-2.816553859
VHRfO-,25,bar_chart,59.3220339,68,3.137989712
VHRfO-,26,pie_chart,47.36842105,50,1.46287892
VHRfO-,27,pie_chart,57.14285714,60,1.57634937
VHRfO-,28,bar_chart,62.12121212,67,2.323020632
VHRfO-,29,pie_chart,91.30434783,100,3.140885328
VHRfO-,30,radial_bar_chart,98.64864865,50,5.608029996
VHRfO-,31,radial_bar_chart,98.4375,75,4.558420713
VHRfO-,32,pie_chart,24.74226804,24,-0.2054501476
VHRfO-,33,bar_chart,61.53846154,60,0.7341885095
VHRfO-,34,bar_chart,44.61538462,47,1.327466278
VHRfO-,35,bar_chart,62.19512195,59,1.731236234
VHRfO-,36,radial_bar_chart,46.83544304,95,5.593639322
VHRfO-,37,radial_bar_chart,26.08695652,15,3.48696615
VHRfO-,38,pie_chart,100,100,-3
VHRfO-,39,radial_bar_chart,91.30434783,89,1.280569065
VHRfO-,40,radial_bar_chart,8.450704225,18,3.274156646
VHRfO-,41,bar_chart,94.73684211,93,0.8967307294
VHRfO-,42,radial_bar_chart,31.81818182,12,4.317823697
VHRfO-,43,radial_bar_chart,54.71698113,22,5.037469253
VHRfO-,44,radial_bar_chart,50.81967213,13,5.245825424
VHRfO-,45,radial_bar_chart,7.042253521,9,1.058487239
VHRfO-,46,bar_chart,64.70588235,64,-0.2672838788
VHRfO-,47,bar_chart,36.58536585,40,1.823600252
VHRfO-,48,radial_bar_chart,63.46153846,67,1.873207469
VHRfO-,49,radial_bar_chart,33.70786517,100,6.053483583
VHRfO-,50,pie_chart,89.87341772,95,2.392752166
VHRfO-,51,pie_chart,80.85106383,88,2.862736266
VHRfO-,52,radial_bar_chart,29.8245614,100,6.135461785
VHRfO-,53,pie_chart,63.63636364,80,4.043400185
VHRfO-,54,radial_bar_chart,14.60674157,45,4.93160073
VHRfO-,55,pie_chart,80.80808081,80,-0.09992606593
VHRfO-,56,radial_bar_chart,12.06896552,20,3.010069859
VHRfO-,57,pie_chart,40.4040404,30,3.396302053
VHRfO-,58,bar_chart,66.30434783,65,0.5153570332
VHRfO-,59,radial_bar_chart,47.72727273,24,4.576054833
VHRfO-,60,pie_chart,96.55172414,84,3.664110074
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
,,,,,-3
